label,parent,num_heavy,degree,ligand
1y7c,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1yhe,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1b86,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1hdb,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1qi8,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1xz4,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2dn2,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1yih,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1y45,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1m9p,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1hbb,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1y5f,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1bij,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1dxv,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1y7g,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2hhd,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1y0t,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1a0u,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1y4q,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1y4v,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1xye,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1a3n,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1xz7,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1kd2,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1y5k,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2d60,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1ye0,1g9v,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1ai9,1ia1,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1aoe,1ia1,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1m78,1ia1,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1ia2,1ia1,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1m7a,1ia1,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1jx2,1yv3,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1d0x,1yv3,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1fmv,1yv3,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1d1b,1yv3,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1mma,1yv3,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1d1a,1yv3,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1vom,1yv3,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1fmw,1yv3,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1d1c,1yv3,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1mmn,1yv3,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1mmd,1yv3,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1d0y,1yv3,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1lvk,1yv3,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1mmg,1yv3,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1d0z,1yv3,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1jwy,1yv3,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1zuc,1sqn,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1sr7,1sqn,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1a28,1sqn,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1f8b,1l7f,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2qwj,1l7f,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1ncb,1l7f,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1f8e,1l7f,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
3nn9,1l7f,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2c4l,1l7f,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
7nn9,1l7f,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
6nn9,1l7f,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1nmb,1l7f,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2qwi,1l7f,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1a14,1l7f,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1nca,1l7f,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
4nn9,1l7f,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
5nn9,1l7f,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2c4a,1l7f,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1f8d,1l7f,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1xoe,1l7f,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1ncc,1l7f,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2qwk,1l7f,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1mwe,1l7f,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1f8c,1l7f,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2b8h,1l7f,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1iny,1l7f,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1nmc,1l7f,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1nna,1l7f,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1ob3,1v0p,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1v0o,1v0p,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1v0b,1v0p,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2j0f,1uou,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1p61,1p62,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2no9,1p62,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1p5z,1p62,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2noa,1p62,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1p60,1p62,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1q0n,1hq2,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2ax8,1z95,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1cvw,1ygc,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1w7x,1ygc,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2fir,1ygc,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2aer,1ygc,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1z6j,1ygc,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1dan,1ygc,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2a2q,1ygc,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1w0y,1ygc,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2flr,1ygc,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1wqv,1ygc,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1o5d,1ygc,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2flb,1ygc,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2c4f,1ygc,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1wtg,1ygc,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1kli,1ygc,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2b7d,1ygc,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1wun,1ygc,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1h0g,1w1p,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1e15,1w1p,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1w1y,1w1p,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1w1t,1w1p,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1h0i,1w1p,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1e6r,1w1p,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1ur8,1w1p,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1w1v,1w1p,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1o6i,1w1p,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1gpf,1w1p,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1mop,1n2j,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1n2g,1n2j,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1n2i,1n2j,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2a86,1n2j,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1n2e,1n2j,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1n2h,1n2j,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1n2b,1n2j,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2a1m,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1o76,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1uyu,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1dz6,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1iwk,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1phg,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
8cpp,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1gek,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1phc,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1dz8,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1phd,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1t87,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1akd,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
7cpp,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1iwj,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1phf,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1t85,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1yrc,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
6cpp,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1yrd,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1t88,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
4cpp,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1pha,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
5cp4,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1re9,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
5cpp,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
4cp4,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1gem,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2h7q,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1cp4,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1lwl,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1dz4,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1t86,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1noo,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1phe,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1iwi,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2cpp,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1gjm,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
3cp4,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1dz9,1p2y,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1lr5,1lrh,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1t9s,1xoz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1xp0,1xoz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2chm,1xoz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1tbf,1xoz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1gm7,1gm8,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1fxh,1gm8,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1fxv,1gm8,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1gkf,1gm8,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1k2r,1mmv,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1qwc,1mmv,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1om5,1mmv,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1lzx,1mmv,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1k2u,1mmv,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1p6h,1mmv,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1rs6,1mmv,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1zvi,1mmv,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2hx3,1mmv,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1k2t,1mmv,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1vag,1mmv,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2hx4,1mmv,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1p6j,1mmv,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1m00,1mmv,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1mmw,1mmv,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1qw6,1mmv,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1lzz,1mmv,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1p6i,1mmv,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1rs7,1mmv,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1wbj,1k3u,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1c9d,1k3u,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1tjp,1k3u,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2tsy,1k3u,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1cw2,1k3u,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2trs,1k3u,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1qop,1k3u,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1c8v,1k3u,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1fuy,1k3u,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1c29,1k3u,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1a50,1k3u,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1cx9,1k3u,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2j4i,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1f0s,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1fjs,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1lpk,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2j95,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1nfx,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2bq7,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1mq5,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2j34,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1nfu,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1g2l,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2g00,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2uwp,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2fzz,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1mq6,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2h9e,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1ezq,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2boh,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2j38,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1lpg,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1ksn,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2j2u,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2j94,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1nfy,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2uwl,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1xkb,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1f0r,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1z6e,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1nfw,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2bok,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1xka,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2uwo,1lpz,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1me9,1meh,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1jcz,1jd0,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2fpz,2bm2,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2ouz,1sj0,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
3ert,1sj0,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2f17,1ig3,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1tqt,1hww,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1ps3,1hww,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2f7p,1hww,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1tqs,1hww,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
1tqw,1hww,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2fyv,1hww,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
2f7o,1hww,1000,0,/projects/ml/ligand_datasets/benchmarks/astex_diverse_set/1p2y/ligand.mol
